Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
523,"Was there ever a US senator that represented the state of Montana and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Montana and whose alma mater was MIT is Sen. John F. Kennedy (1917-1963).", ," Yes, the US senator that represented the state of Montana and whose alma mater was MIT is Sen. John F. Kennedy (1917-1963).","['yes', 'John F. Kennedy']", ,['yes'],['John F. Kennedy'],0.375
965,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Rice University is Jeff Merkley.", ," Yes, the US senator who represented the state of Oregon and attended Rice University is Jeff Merkley.","['yes', 'Jeff Merkley']", ,['yes'],['Jeff Merkley'],0.34375
581,"Was there ever a US senator that represented the state of West Virginia and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and attended the University of Chicago was Robert C. Byrd.", ," Yes, the US senator who represented the state of West Virginia and attended the University of Chicago was Robert C. Byrd.","['yes', 'Robert C. Byrd']", ,['yes'],['Robert C. Byrd'],0.34375
672,"Was there ever a US senator that represented the state of Alaska and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended California Institute of Technology (Caltech) was Nelson Rockefeller.", ," Yes, the US senator who represented the state of Alaska and attended California Institute of Technology (Caltech) was Nelson Rockefeller.","['yes', 'Nelson Rockefeller']", ,['yes'],['Nelson Rockefeller'],0.34375
618,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Johns Hopkins University was James L. Waden.", ," Yes, the US senator that represented the state of Oklahoma and attended Johns Hopkins University was James L. Waden.","['yes', 'James L. Waden']", ,['yes'],['James L. Waden'],0.34375
949,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended Rice University is John Kerry.", ," Yes, the US senator who represented the state of Massachusetts and attended Rice University is John Kerry.","['yes', 'John Kerry']", ,['yes'],['John Kerry'],0.34375
566,"Was there ever a US senator that represented the state of Nevada and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended the University of Chicago was Paul Laxalt.", ," Yes, the US senator who represented the state of Nevada and attended the University of Chicago was Paul Laxalt.","['yes', 'Paul Laxalt']", ,['yes'],['Paul Laxalt'],0.34375
676,"Was there ever a US senator that represented the state of Colorado and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Colorado and whose alma mater was California Institute of Technology was John H. Glenn, Jr. His full name is John William Glenn, and he attended the California Institute of Technology from 1919 to 1925, earning a Bachelor of Science degree in mechanical engineering.", ," Yes, the US senator that represented the state of Colorado and whose alma mater was California Institute of Technology was John H. Glenn, Jr. His full name is John William Glenn, and he attended the California Institute of Technology from 1919 to 1925, earning a Bachelor of Science degree in mechanical engineering.","['yes', 'John H. Glenn', 'John William Glenn']", ,['yes'],"['John H. Glenn', 'John William Glenn']",0.34375
541,"Was there ever a US senator that represented the state of Vermont and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended MIT is Sen. Bernie Sanders.", ," Yes, the US senator who represented the state of Vermont and attended MIT is Sen. Bernie Sanders.","['yes', 'Bernie Sander']", ,['yes'],['Bernie Sander'],0.34375
521,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended MIT was Sen. Roger W. Ferguson, Jr. His alma mater was MIT's School of Engineering.", ," Yes, the US senator who represented the state of Mississippi and attended MIT was Sen. Roger W. Ferguson, Jr. His alma mater was MIT's School of Engineering.","['yes', 'Roger W. Ferguson']", ,['yes'],['Roger W. Ferguson'],0.3125
599,"Was there ever a US senator that represented the state of Kansas and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Kansas and attended Johns Hopkins University was Susan Wagle.", ," Yes, the US senator that represented the state of Kansas and attended Johns Hopkins University was Susan Wagle.","['yes', 'Susan Wagle']", ,['yes'],['Susan Wagle'],0.3125
927,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Vanderbilt University was Russ Feingold.", ," Yes, the US senator who represented the state of Wisconsin and attended Vanderbilt University was Russ Feingold.","['yes', 'Russ Feingold']", ,['yes'],['Russ Feingold'],0.3125
915,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oklahoma and attended Vanderbilt University was Jim Inhofe.", ," Yes, the US senator who represented the state of Oklahoma and attended Vanderbilt University was Jim Inhofe.","['yes', 'Jim Inhofe']", ,['yes'],['Jim Inhofe'],0.3125
833,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Dartmouth College as his alma mater is Ron Wyden.", ," Yes, the US senator who represented the state of Oregon and attended Dartmouth College as his alma mater is Ron Wyden.","['yes', 'Ron Wyden']", ,['yes'],['Ron Wyden'],0.3125
878,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Brown University is Sen. Patrick J. Leahy.", ," Yes, the US senator who represented the state of Vermont and attended Brown University is Sen. Patrick J. Leahy.","['yes', 'Patrick J. Leahy']", ,['yes'],['Patrick J. Leahy'],0.3125
